Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Jason CLAGUE POSITION,Jason CLAGUE LAP TIME,Jason CLAGUE ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,KRUZBERGS Karlis POSITION,KRUZBERGS Karlis LAP TIME,KRUZBERGS Karlis ELAPSED TIME
1,12.57,12.57,2,12.65,12.65,3,12.80,12.80,4,12.98,12.98
1,9.27,21.84,2,9.26,21.91,3,9.27,22.07,4,9.19,22.17
1,8.92,30.76,2,8.93,30.84,3,8.90,30.97,4,8.93,31.10
1,8.87,39.63,3,9.08,39.92,2,8.78,39.75,4,8.87,39.97
1,8.93,48.56,4,9.21,49.13,2,8.92,48.67,3,9.03,49.00
2,9.14,57.70,4,9.30,58.43,1,9.02,57.69,3,8.83,57.83
2,9.33,1:07.03,4,9.67,1:08.10,1,9.03,1:06.72,3,9.26,1:07.09
3,9.87,1:16.90,4,10.11,1:18.21,1,9.25,1:15.97,2,9.27,1:16.36
3,10.11,1:27.015,4,10.38,1:28.599,1,9.63,1:25.60,2,9.49,1:25.85
