Kirill SHASHIN POSITION,Kirill SHASHIN LAP TIME,Kirill SHASHIN ELAPSED TIME,YU Yongjun POSITION,YU Yongjun LAP TIME,YU Yongjun ELAPSED TIME,Ales GORECKI POSITION,Ales GORECKI LAP TIME,Ales GORECKI ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME
2,13.15,13.15,3,13.21,13.21,4,13.25,13.25,1,13.00,13.00,5,13.31,13.31
3,9.94,23.09,4,9.97,23.18,5,10.03,23.28,2,9.96,22.96,1,9.54,22.85
4,9.95,33.04,3,9.80,32.98,5,9.80,33.08,2,9.93,32.89,1,9.98,32.83
4,9.94,42.98,3,9.85,42.83,5,9.97,43.05,2,9.85,42.74,1,9.81,42.64
4,9.68,52.66,3,9.70,52.53,5,9.72,52.77,2,9.67,52.41,1,9.67,52.31
4,9.40,1:02.06,3,9.39,1:01.92,5,9.82,1:02.59,2,9.40,1:01.81,1,9.38,1:01.69
4,9.38,1:11.44,3,9.47,1:11.39,5,9.66,1:12.25,2,9.48,1:11.29,1,9.23,1:10.92
3,10.12,1:21.56,2,9.95,1:21.34,5,9.78,1:22.03,4,10.55,1:21.84,1,9.37,1:20.29
3,10.05,1:31.603,2,10.14,1:31.479,4,9.99,1:32.013,5,11.40,1:33.232,1,9.69,1:29.972
