IZAFATAVA Hanna POSITION,IZAFATAVA Hanna LAP TIME,IZAFATAVA Hanna ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,YAKIMOVA Anna POSITION,YAKIMOVA Anna LAP TIME,YAKIMOVA Anna ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME
4,7.79,7.79,1,7.51,7.51,5,7.94,7.94,2,7.66,7.66,3,7.73,7.73
5,10.15,17.94,1,9.61,17.12,4,9.69,17.63,3,9.83,17.49,2,9.51,17.24
5,32.82,50.76,1,9.16,26.28,4,9.38,27.01,3,9.45,26.94,2,9.10,26.34
5,14.32,1:05.08,1,9.34,35.62,4,9.60,36.61,3,9.56,36.50,1,9.28,35.62
5,11.90,1:16.98,2,9.53,45.15,4,9.68,46.29,3,9.72,46.22,1,9.44,45.06
