CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME
1,7.26,7.26,2,7.50,7.50,4,7.81,7.81,3,7.64,7.64
1,9.21,16.47,2,9.39,16.89,4,9.35,17.16,3,9.41,17.05
1,8.86,25.33,2,8.91,25.80,4,8.75,25.91,3,8.78,25.83
1,8.97,34.30,2,9.30,35.10,4,9.35,35.26,3,9.29,35.12
1,9.16,43.46,2,9.80,44.90,4,9.76,45.013,3,9.87,44.979
