Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME
3,7.040,7.040,1,6.661,6.661,2,6.865,6.865,4,10.820,10.820
4,9.271,16.311,1,9.012,15.673,2,9.100,15.965,3,5.287,16.107
4,8.768,25.079,1,8.747,24.419,2,8.528,24.493,3,8.578,24.685
4,8.920,33.998,1,9.055,33.474,3,9.203,33.696,2,8.993,33.678
3,9.05,43.040,1,9.40,42.874,2,9.22,42.910,4,10.90,44.570
