Xeniya MOTOVA POSITION,Xeniya MOTOVA LAP TIME,Xeniya MOTOVA ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME
3,7.53,7.53,1,7.08,7.08,2,7.24,7.24,4,7.87,7.87
3,9.58,17.11,1,9.40,16.48,2,9.39,16.63,4,9.78,17.65
3,9.23,26.34,1,8.92,25.40,2,8.91,25.54,4,9.27,26.92
3,9.30,35.64,1,9.03,34.43,2,9.01,34.55,4,9.37,36.29
3,9.57,45.206,1,9.22,43.644,2,9.22,43.766,4,9.71,45.993
