Liam McFARLANE POSITION,Liam McFARLANE LAP TIME,Liam McFARLANE ELAPSED TIME,Kyle UYEHARA POSITION,Kyle UYEHARA LAP TIME,Kyle UYEHARA ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME
1,6.63,6.63,2,6.89,6.89,3,7.07,7.07,4,7.24,7.24
1,9.05,15.68,2,8.97,15.86,3,9.18,16.25,4,9.11,16.35
1,8.65,24.33,2,8.56,24.42,4,8.54,24.79,3,8.43,24.78
1,8.76,33.09,2,8.74,33.16,4,8.81,33.60,3,8.66,33.44
1,9.04,42.121,2,9.08,42.239,4,9.22,42.817,3,8.83,42.269
