BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME,HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME
1,7.03,7.03,3,7.25,7.25,2,7.17,7.17,4,7.36,7.36
1,8.94,15.97,3,9.07,16.32,2,9.14,16.31,4,9.26,16.62
1,8.65,24.62,2,8.59,24.91,3,8.80,25.11,4,8.68,25.30
1,8.75,33.37,2,8.59,33.50,3,8.81,33.92,4,8.76,34.06
1,8.99,42.366,4,26.45,59.954,3,9.14,43.063,2,8.97,43.035
