Emil IMRE POSITION,Emil IMRE LAP TIME,Emil IMRE ELAPSED TIME,Harris RASHID POSITION,Harris RASHID LAP TIME,Harris RASHID ELAPSED TIME,CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME
3,7.23,7.23,4,9.53,9.53,1,6.99,6.99,2,7.16,7.16
3,9.62,16.85,4,13.98,23.51,1,9.18,16.17,2,9.20,16.36
3,9.35,26.20,4,14.93,38.44,1,8.84,25.01,2,8.87,25.23
3,9.49,35.69,4,14.76,53.20,1,8.83,33.84,2,8.95,34.18
3,9.79,45.476,4,14.50,1:07.699,1,9.03,42.867,2,9.29,43.467
