Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME
1,6.59,6.59,2,6.70,6.70,3,6.96,6.96,4,7.79,7.79
1,8.93,15.52,2,9.05,15.75,3,8.95,15.91,4,9.10,16.89
1,8.58,24.10,2,8.65,24.40,3,8.73,24.64,4,8.88,25.77
1,8.89,32.99,2,8.93,33.33,3,8.79,33.43,4,8.97,34.74
1,9.21,42.197,2,9.39,42.719,3,9.31,42.734,4,9.37,44.103
