LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
3,13.7114,13.7114,4,13.7852,13.7852,2,13.7009,13.7009,1,13.5684,13.5684
1,9.9766,23.6880,4,10.2165,24.0017,3,10.1215,23.8224,2,10.2166,23.7850
2,10.3124,34.0004,4,10.2464,34.2481,1,10.1703,33.9927,3,10.3571,34.1421
1,9.3778,43.3782,4,9.4238,43.6719,2,9.4232,43.4159,3,9.4510,43.5931
1,9.4560,52.8342,4,9.4444,53.1163,2,9.4383,52.8542,3,9.3355,52.9286
2,9.3836,1:02.2178,4,9.4651,1:02.5814,1,9.3314,1:02.1856,3,9.5328,1:02.4614
1,9.2485,1:11.4663,4,9.4288,1:12.0102,2,9.4286,1:11.6142,3,9.2699,1:11.7313
1,9.3312,1:20.7975,4,9.0491,1:21.0593,2,9.3203,1:20.9345,3,9.2622,1:20.9935
1,9.33,1:30.121,4,9.42,1:30.481,2,9.21,1:30.145,3,9.24,1:30.228
