Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME
1,13.84,13.84,2,13.99,13.99,4,14.36,14.36,5,14.47,14.47,3,14.25,14.25
1,10.98,24.82,2,10.94,24.93,5,11.09,25.45,4,10.84,25.31,3,10.97,25.22
2,10.35,35.17,1,10.14,35.07,5,10.24,35.69,4,10.22,35.53,3,10.24,35.46
1,9.80,44.97,2,10.08,45.15,5,9.77,45.46,4,9.83,45.36,3,9.81,45.27
1,9.90,54.87,2,9.85,55.00,5,10.01,55.47,3,9.88,55.24,4,10.03,55.30
1,9.71,1:04.58,2,9.70,1:04.70,4,9.44,1:04.91,3,9.56,1:04.80,5,9.71,1:05.01
1,9.51,1:14.09,2,9.51,1:14.21,4,9.45,1:14.36,3,9.47,1:14.27,5,9.57,1:14.58
1,9.43,1:23.52,2,9.39,1:23.60,4,9.38,1:23.74,2,9.33,1:23.60,5,9.51,1:24.09
1,9.41,1:32.909,3,9.67,1:33.251,4,9.62,1:33.341,2,9.41,1:32.996,5,9.95,1:34.019
