HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME
0,12.937,12.937,0,12.701,12.701,0,12.954,12.954,0,13.304,13.304,0,13.094,13.094
0,9.119,22.056,0,9.677,22.378,0,9.233,22.187,0,9.153,22.457,0,9.029,22.123
0,9.150,31.206,0,9.082,31.460,0,9.579,31.766,0,9.278,31.735,0,8.916,31.039
0,9.314,40.520,0,9.266,40.726,0,9.046,40.812,0,9.368,41.103,0,9.497,40.536
0,9.018,49.538,0,9.170,49.895,0,9.234,50.046,0,9.045,50.148,0,17.694,58.230
0,9.361,58.900,0,9.028,58.923,0,8.983,59.029,0,9.201,59.349,0,19.938,1:18.169
0,8.890,1:07.789,0,8.992,1:07.916,0,9.113,1:08.141,0,9.150,1:08.499,0,14.579,1:32.747
0,8.965,1:16.754,0,8.889,1:16.804,0,8.949,1:17.090,0,8.560,1:17.059,0,13.676,1:46.423
0,9.323,1:26.077,0,9.313,1:26.118,0,9.230,1:26.320,0,9.078,1:26.136,0,12.877,1:59.300
