Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,Fabrice DUFBERG SUH POSITION,Fabrice DUFBERG SUH LAP TIME,Fabrice DUFBERG SUH ELAPSED TIME,Einar AGDESTEIN POSITION,Einar AGDESTEIN LAP TIME,Einar AGDESTEIN ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME
1,7.25,7.25,4,16.42,16.42,2,7.45,7.45,3,7.70,7.70
1,9.40,16.65,4,26.54,42.96,2,9.37,16.82,3,9.41,17.11
1,8.82,25.47,4,23.07,1:06.03,2,8.80,25.62,3,8.99,26.10
1,8.86,34.33,4,14.95,1:20.98,2,8.91,34.53,3,9.06,35.16
1,9.03,43.345,4,11.25,1:32.207,2,9.10,43.624,3,9.15,44.296
