Ekaterina STRELKOVA POSITION,Ekaterina STRELKOVA LAP TIME,Ekaterina STRELKOVA ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME
1,7.59,7.59,3,8.02,8.02,2,7.78,7.78,4,8.13,8.13
1,9.90,17.49,3,9.90,17.92,2,9.84,17.62,4,9.92,18.05
1,9.47,26.96,3,9.38,27.30,2,9.49,27.11,4,9.56,27.61
1,9.59,36.55,3,9.43,36.73,2,9.55,36.66,4,9.71,37.32
1,9.73,46.278,3,9.85,46.574,2,9.73,46.382,4,9.98,47.296
