Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME
2,6.654,6.654,1,6.566,6.566,3,6.974,6.974,4,7.203,7.203
1,9.369,16.022,2,9.511,16.076,3,9.186,16.160,4,9.120,16.323
4,9.024,25.046,1,8.757,24.833,2,8.747,24.906,3,8.711,25.033
3,8.916,33.962,1,8.768,33.600,2,8.956,33.862,4,9.146,34.179
3,9.34,43.297,1,9.56,43.158,4,9.59,43.448,2,9.03,43.209
