BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME
1,6.70,6.70,2,7.00,7.00,3,7.08,7.08,4,7.28,7.28
1,9.08,15.78,2,9.10,16.10,3,9.13,16.21,4,9.20,16.48
1,8.75,24.53,2,8.66,24.76,3,8.70,24.91,4,8.76,25.24
1,8.89,33.42,2,8.82,33.58,3,8.82,33.73,4,8.89,34.13
1,9.22,42.640,2,9.13,42.701,3,9.12,42.847,4,9.40,43.526
