VIGANTS Endijs POSITION,VIGANTS Endijs LAP TIME,VIGANTS Endijs ELAPSED TIME,SIGHEL Pietro POSITION,SIGHEL Pietro LAP TIME,SIGHEL Pietro ELAPSED TIME,Teppei KIKUCHI POSITION,Teppei KIKUCHI LAP TIME,Teppei KIKUCHI ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME
5,13.43,13.43,2,12.97,12.97,4,13.27,13.27,1,12.89,12.89,3,13.07,13.07
5,9.54,22.97,3,9.69,22.66,2,9.31,22.58,1,9.68,22.57,4,9.73,22.80
5,9.18,32.15,3,9.29,31.95,1,9.22,31.80,2,9.30,31.87,4,9.27,32.07
5,9.41,41.56,3,9.34,41.29,2,9.40,41.20,1,9.22,41.09,4,9.34,41.41
5,9.33,50.89,3,9.29,50.58,2,9.30,50.50,1,9.31,50.40,4,9.27,50.68
5,9.45,1:00.34,3,9.29,59.87,2,9.28,59.78,1,9.18,59.58,4,9.30,59.98
5,9.63,1:09.97,2,8.95,1:08.82,3,9.15,1:08.93,1,8.83,1:08.41,4,9.20,1:09.18
5,10.35,1:20.32,2,8.96,1:17.78,3,9.35,1:18.28,1,8.89,1:17.30,4,9.63,1:18.81
5,11.13,1:31.45,2,9.21,1:26.99,3,9.70,1:27.98,1,9.21,1:26.51,4,10.18,1:28.99
