DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,KANCHARIN Natthapat POSITION,KANCHARIN Natthapat LAP TIME,KANCHARIN Natthapat ELAPSED TIME,Reinis BERZINS POSITION,Reinis BERZINS LAP TIME,Reinis BERZINS ELAPSED TIME
1,6.76,6.76,2,6.91,6.91,4,7.33,7.33,3,7.12,7.12
1,8.81,15.57,2,8.80,15.71,4,9.06,16.39,3,8.92,16.04
1,8.31,23.88,2,8.30,24.01,4,8.61,25.00,3,8.41,24.45
1,8.38,32.26,2,8.39,32.40,4,8.68,33.68,3,8.54,32.99
1,8.46,40.72,2,8.42,40.82,4,8.83,42.51,3,8.74,41.73
