Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Ryan BEDFORD POSITION,Ryan BEDFORD LAP TIME,Ryan BEDFORD ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME
1,6.910,6.910,2,7.150,7.150,4,7.330,7.330,3,7.170,7.170
1,9.250,16.160,2,9.170,16.320,4,9.490,16.820,3,9.500,16.680
2,9.130,25.290,1,8.940,25.260,4,9.250,26.080,3,9.190,25.880
2,9.230,34.520,1,9.170,34.430,4,9.720,35.810,3,9.510,35.390
2,9.580,44.110,1,9.580,44.020,4,10.410,46.220,3,10.010,45.410
