LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME
2,13.35,13.35,4,13.49,13.49,3,13.44,13.44,1,13.24,13.24
2,10.07,23.42,4,10.11,23.60,3,10.06,23.50,1,10.07,23.31
2,10.19,33.61,4,10.20,33.80,3,10.20,33.70,1,10.14,33.45
2,10.10,43.71,4,10.09,43.89,3,10.10,43.80,1,10.14,43.59
2,10.09,53.80,4,10.10,53.99,3,10.10,53.90,1,10.08,53.67
2,9.83,1:03.63,4,9.85,1:03.84,3,9.85,1:03.75,1,9.84,1:03.51
2,9.53,1:13.16,4,9.54,1:13.38,3,9.50,1:13.25,1,9.63,1:13.14
1,9.35,1:22.51,4,9.55,1:22.93,2,9.31,1:22.56,3,9.72,1:22.86
1,9.43,1:31.937,4,9.72,1:32.641,2,9.48,1:32.041,3,9.70,1:32.552
