SLABODNIK Artsemi POSITION,SLABODNIK Artsemi LAP TIME,SLABODNIK Artsemi ELAPSED TIME,DJORDJEVIC Jovan POSITION,DJORDJEVIC Jovan LAP TIME,DJORDJEVIC Jovan ELAPSED TIME,Thibault METRAUX POSITION,Thibault METRAUX LAP TIME,Thibault METRAUX ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME
1,7.13,7.13,2,7.40,7.40,5,7.95,7.95,3,7.60,7.60,4,7.67,7.67
1,9.21,16.34,2,9.34,16.74,5,9.50,17.45,3,9.38,16.98,4,9.37,17.04
1,8.87,25.21,2,8.86,25.60,5,8.98,26.43,3,8.82,25.80,4,8.86,25.90
1,9.06,34.27,2,9.00,34.60,5,9.10,35.53,3,8.91,34.71,4,8.88,34.78
1,9.21,43.480,2,9.21,43.811,5,9.16,44.693,3,9.11,43.821,4,9.48,44.267
