HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME
1,6.83,6.83,2,6.93,6.93,3,7.02,7.02,4,7.21,7.21
1,8.94,15.77,2,8.96,15.89,3,8.97,15.99,4,8.90,16.11
1,8.29,24.06,2,8.28,24.17,3,8.32,24.31,4,8.38,24.49
1,8.45,32.51,2,8.39,32.56,3,8.32,32.63,4,8.49,32.98
1,8.64,41.143,2,8.88,41.438,0,,PEN,3,8.86,41.833
