Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Emil IMRE POSITION,Emil IMRE LAP TIME,Emil IMRE ELAPSED TIME,Daniel ZASTRUGOV POSITION,Daniel ZASTRUGOV LAP TIME,Daniel ZASTRUGOV ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME
1,6.85,6.85,3,7.61,7.61,4,8.08,8.08,2,7.07,7.07
1,9.08,15.93,3,9.56,17.17,4,10.08,18.16,2,9.06,16.13
1,8.69,24.62,3,9.18,26.35,4,9.45,27.61,2,8.63,24.76
1,8.69,33.31,3,9.40,35.75,4,9.38,36.99,2,8.64,33.40
1,8.73,42.041,3,9.64,45.389,4,9.72,46.706,2,8.81,42.209
