BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Viktor DIMITROV POSITION,Viktor DIMITROV LAP TIME,Viktor DIMITROV ELAPSED TIME
1,6.85,6.85,3,7.24,7.24,2,7.06,7.06,4,7.41,7.41
1,9.16,16.01,3,9.33,16.57,2,9.33,16.39,4,9.59,17.00
1,8.95,24.96,3,8.81,25.38,2,8.95,25.34,4,9.24,26.24
1,8.95,33.91,3,9.21,34.59,2,9.07,34.41,4,9.30,35.54
1,9.09,42.997,2,8.91,43.496,3,9.20,43.605,4,9.32,44.851
