HWANG Hyun Sun POSITION,HWANG Hyun Sun LAP TIME,HWANG Hyun Sun ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME
1,13.50,13.50,3,13.74,13.74,2,13.62,13.62,4,13.84,13.84
1,10.64,24.14,3,10.63,24.37,2,10.62,24.24,4,10.61,24.45
1,10.46,34.60,3,10.44,34.81,2,10.45,34.69,4,10.48,34.93
1,10.15,44.75,3,10.05,44.86,2,10.12,44.81,4,10.09,45.02
1,9.58,54.33,3,9.61,54.47,2,9.62,54.43,4,9.61,54.63
1,9.74,1:04.07,3,9.83,1:04.30,2,9.72,1:04.15,4,9.80,1:04.43
1,9.45,1:13.52,3,9.47,1:13.77,2,9.50,1:13.65,4,9.43,1:13.86
1,9.76,1:23.28,3,9.72,1:23.49,2,9.75,1:23.40,4,9.74,1:23.60
1,9.73,1:33.003,3,9.66,1:33.143,2,9.74,1:33.137,4,9.95,1:33.546
