PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Sherry STUTHRIDGE POSITION,Sherry STUTHRIDGE LAP TIME,Sherry STUTHRIDGE ELAPSED TIME
1,7.45,7.45,2,7.55,7.55,3,7.70,7.70,4,8.19,8.19
1,9.99,17.44,2,9.99,17.54,3,9.89,17.59,4,10.99,19.18
1,9.60,27.04,3,9.61,27.15,2,9.54,27.13,4,10.87,30.05
1,9.68,36.72,2,9.64,36.79,3,9.71,36.84,4,11.23,41.28
1,10.01,46.727,3,10.02,46.801,2,9.94,46.771,4,11.77,53.042
