Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME
1,6.97,6.97,2,7.11,7.11,4,7.66,7.66,3,7.39,7.39
1,9.13,16.10,2,9.10,16.21,4,9.47,17.13,3,9.03,16.42
1,8.72,24.82,2,8.69,24.90,4,9.04,26.17,3,8.59,25.01
1,8.88,33.70,2,8.88,33.78,4,9.13,35.30,3,8.81,33.82
1,9.12,42.816,2,9.48,43.252,3,9.39,44.686,0,,PEN
