WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Kirill SHASHIN POSITION,Kirill SHASHIN LAP TIME,Kirill SHASHIN ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
2,6.82,6.82,1,6.81,6.81,3,6.99,6.99,4,7.51,7.51
2,8.98,15.80,1,8.91,15.72,3,8.90,15.89,4,9.41,16.92
3,8.50,24.30,1,8.48,24.20,2,8.39,24.28,4,9.05,25.97
3,8.60,32.90,2,8.54,32.74,1,8.45,32.73,4,9.32,35.29
2,8.42,41.311,3,8.70,41.436,1,8.55,41.271,4,9.72,45.001
