Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME
2,6.92,6.92,3,7.17,7.17,1,6.78,6.78,4,7.19,7.19
2,8.82,15.74,3,8.88,16.05,1,8.88,15.66,4,8.90,16.09
2,8.59,24.33,3,8.39,24.44,1,8.59,24.25,4,8.57,24.66
2,8.65,32.98,3,8.61,33.05,1,8.66,32.91,4,29.53,54.19
1,8.87,41.842,3,8.82,41.869,2,8.95,41.857,4,15.29,1:09.475
