Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
5,13.85,13.85,4,13.50,13.50,3,13.35,13.35,1,13.08,13.08,2,13.20,13.20
5,9.74,23.59,4,9.92,23.42,3,9.91,23.26,1,9.97,23.05,2,9.94,23.14
5,9.72,33.31,4,9.68,33.10,2,9.61,32.87,1,9.78,32.83,3,9.75,32.89
5,9.75,43.06,4,9.36,42.46,1,9.25,42.12,2,9.39,42.22,3,9.43,42.32
5,10.62,53.68,3,9.29,51.75,1,9.36,51.48,2,9.42,51.64,4,9.53,51.85
5,11.50,1:05.18,3,9.18,1:00.93,1,9.14,1:00.62,2,9.19,1:00.83,4,9.36,1:01.21
5,11.83,1:17.01,3,9.14,1:10.07,1,9.14,1:09.76,2,9.11,1:09.94,4,9.41,1:10.62
5,13.33,1:30.34,3,9.33,1:19.40,1,9.21,1:18.97,2,9.29,1:19.23,4,9.75,1:20.37
5,12.19,1:42.525,3,9.47,1:28.867,1,9.47,1:28.431,2,9.44,1:28.667,4,10.38,1:30.748
