JEON Ji-Soo POSITION,JEON Ji-Soo LAP TIME,JEON Ji-Soo ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,WANG Xue POSITION,WANG Xue LAP TIME,WANG Xue ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME
1,7.12,7.12,2,7.28,7.28,4,17.80,17.80,3,7.79,7.79
1,9.25,16.37,2,9.18,16.46,4,13.70,31.50,3,9.41,17.20
1,8.76,25.13,2,8.85,25.31,4,10.57,42.07,3,8.98,26.18
1,8.95,34.08,2,8.84,34.15,4,10.19,52.26,3,9.11,35.29
1,9.14,43.216,2,9.17,43.318,0,,notime,3,9.36,44.649
