Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME
1,13.72,13.72,2,13.85,13.85,3,14.00,14.00,4,14.11,14.11
1,10.68,24.40,2,10.66,24.51,3,10.57,24.57,4,10.66,24.77
1,9.91,34.31,2,9.89,34.40,3,9.87,34.44,4,10.00,34.77
1,9.53,43.84,2,9.56,43.96,3,9.60,44.04,4,9.73,44.50
1,9.43,53.27,2,9.42,53.38,3,9.44,53.48,4,10.11,54.61
1,9.32,1:02.59,2,9.32,1:02.70,3,9.34,1:02.82,4,10.39,1:05.00
1,9.20,1:11.79,2,9.23,1:11.93,3,9.22,1:12.04,4,10.58,1:15.58
1,9.02,1:20.81,2,9.06,1:20.99,3,9.07,1:21.11,4,10.82,1:26.40
1,9.14,1:29.944,2,9.09,1:30.077,3,9.15,1:30.252,4,11.00,1:37.393
