Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME,KIM Geon Hee POSITION,KIM Geon Hee LAP TIME,KIM Geon Hee ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME
1,7.27,7.27,2,7.57,7.57,3,7.77,7.77,4,8.06,8.06
1,9.59,16.86,2,9.64,17.21,3,9.55,17.32,4,9.56,17.62
1,9.08,25.94,3,9.19,26.40,2,9.00,26.32,4,9.00,26.62
1,9.16,35.10,3,9.35,35.75,2,8.92,35.24,4,9.15,35.77
1,9.35,44.45,3,9.51,45.244,2,9.24,44.462,4,9.55,45.306
