Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Milos VIGAS POSITION,Milos VIGAS LAP TIME,Milos VIGAS ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME
3,12.68,12.68,2,12.66,12.66,1,12.59,12.59,4,12.89,12.89
2,9.92,22.60,3,9.96,22.62,1,9.92,22.51,4,9.89,22.78
1,9.66,32.26,3,9.67,32.29,2,9.77,32.28,4,9.72,32.50
3,9.70,41.96,2,9.57,41.86,1,9.52,41.80,4,9.54,42.04
3,9.97,51.93,2,10.06,51.92,1,9.97,51.77,4,10.04,52.08
3,9.83,1:01.76,2,9.84,1:01.76,1,9.85,1:01.62,4,9.99,1:02.07
3,9.71,1:11.47,2,9.67,1:11.43,1,9.73,1:11.35,4,9.62,1:11.69
2,9.62,1:21.09,3,9.71,1:21.14,1,9.68,1:21.03,4,9.62,1:21.31
2,9.96,1:31.044,3,10.01,1:31.141,1,9.98,1:31.008,4,9.88,1:31.181
