BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Hazar KARAGOL POSITION,Hazar KARAGOL LAP TIME,Hazar KARAGOL ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
1,11.88,11.88,6,12.70,12.70,2,12.03,12.03,5,12.49,12.49,4,12.26,12.26,3,12.15,12.15
1,9.40,21.28,5,9.30,22.00,2,9.36,21.39,5,9.51,22.00,4,9.31,21.57,3,9.35,21.50
1,9.23,30.51,5,9.21,31.21,3,9.31,30.70,6,9.84,31.84,4,9.29,30.86,2,9.11,30.61
1,9.16,39.67,5,9.27,40.48,3,9.12,39.82,6,10.24,42.08,4,9.10,39.96,2,9.14,39.75
1,9.04,48.71,5,9.64,50.12,3,9.00,48.82,6,10.49,52.57,4,9.13,49.09,2,9.06,48.81
1,8.91,57.62,5,10.13,1:00.25,3,9.29,58.11,6,10.79,1:03.36,4,9.18,58.27,2,8.93,57.74
1,8.90,1:06.52,5,10.72,1:10.97,3,9.17,1:07.28,6,11.56,1:14.92,4,9.25,1:07.52,2,8.86,1:06.60
1,8.94,1:15.46,5,11.33,1:22.30,3,9.21,1:16.49,6,12.14,1:27.06,4,9.46,1:16.98,2,8.94,1:15.54
2,9.22,1:24.68,5,11.83,1:34.13,3,9.54,1:26.03,6,11.83,1:38.89,4,9.74,1:26.72,1,9.03,1:24.57
