Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,Geneve BELANGER POSITION,Geneve BELANGER LAP TIME,Geneve BELANGER ELAPSED TIME,PARK Junghyun POSITION,PARK Junghyun LAP TIME,PARK Junghyun ELAPSED TIME,Gioya LANCEE POSITION,Gioya LANCEE LAP TIME,Gioya LANCEE ELAPSED TIME
3,15.56,15.56,2,15.47,15.47,1,15.36,15.36,4,15.73,15.73
3,11.55,27.11,2,11.63,27.10,1,11.67,27.03,4,11.55,27.28
2,10.74,37.85,3,10.85,37.95,1,10.71,37.74,4,10.78,38.06
2,10.44,48.29,3,10.45,48.40,1,10.45,48.19,4,10.46,48.52
2,10.07,58.36,3,10.06,58.46,1,10.09,58.28,4,10.07,58.59
2,9.91,1:08.27,3,9.93,1:08.39,1,9.96,1:08.24,4,9.97,1:08.56
2,9.82,1:18.09,3,9.75,1:18.14,1,9.54,1:17.78,4,9.72,1:18.28
2,9.47,1:27.56,3,9.62,1:27.76,1,9.67,1:27.45,4,9.61,1:27.89
2,9.76,1:37.32,3,9.68,1:37.429,1,9.79,1:37.24,4,9.76,1:37.640
