Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,LIU Xianwei POSITION,LIU Xianwei LAP TIME,LIU Xianwei ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
1,7.01,7.01,3,7.11,7.11,2,7.01,7.01,4,7.19,7.19
3,9.77,16.78,4,9.80,16.91,2,9.76,16.77,1,9.44,16.63
2,9.03,25.81,3,8.99,25.90,4,9.36,26.13,1,8.94,25.57
2,8.91,34.72,3,8.89,34.79,4,9.23,35.36,1,9.04,34.61
0,,PEN,2,9.11,43.893,3,9.51,44.865,1,9.15,43.759
