Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME
2,13.19,13.19,1,13.10,13.10,3,13.24,13.24,4,13.37,13.37
2,10.28,23.47,1,10.29,23.39,3,10.32,23.56,4,10.26,23.63
2,10.17,33.64,1,10.16,33.55,3,10.19,33.75,4,10.19,33.82
2,9.85,43.49,1,9.85,43.40,3,9.89,43.64,4,9.88,43.70
2,9.72,53.21,1,9.73,53.13,3,9.67,53.31,4,9.71,53.41
2,9.67,1:02.88,1,9.66,1:02.79,3,9.70,1:03.01,4,9.72,1:03.13
2,9.74,1:12.62,1,9.70,1:12.49,3,9.70,1:12.71,4,9.88,1:13.01
2,9.62,1:22.24,1,9.67,1:22.16,3,9.59,1:22.30,4,10.33,1:23.34
2,9.77,1:32.005,1,9.80,1:31.953,3,9.77,1:32.061,4,10.62,1:33.959
