Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
1,7.20,7.20,2,7.36,7.36,4,7.66,7.66,3,7.46,7.46
1,9.27,16.47,2,9.21,16.57,4,9.14,16.80,3,9.22,16.68
1,8.69,25.16,2,8.69,25.26,3,8.60,25.40,4,8.73,25.41
1,8.86,34.02,2,8.86,34.12,3,8.78,34.18,4,8.85,34.26
1,9.01,43.010,2,8.99,43.084,3,9.08,43.238,4,9.52,43.757
