CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME
1,7.31,7.31,2,7.64,7.64,3,7.75,7.75,3,7.75,7.75,5,7.86,7.86
1,9.27,16.58,2,9.59,17.23,4,9.81,17.56,3,9.62,17.37,5,9.84,17.70
1,8.73,25.31,2,9.08,26.31,4,9.08,26.64,3,9.06,26.43,5,9.14,26.84
1,9.00,34.31,2,9.19,35.50,3,9.20,35.84,4,9.42,35.85,5,9.07,35.91
1,9.21,43.52,0,9.45,44.95,3,9.16,45.005,4,9.48,45.334,5,9.56,45.473
