OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,Massimo GURINI POSITION,Massimo GURINI LAP TIME,Massimo GURINI ELAPSED TIME,Menderes EREN POSITION,Menderes EREN LAP TIME,Menderes EREN ELAPSED TIME
2,16.28,16.28,4,16.66,16.66,3,16.39,16.39,1,16.16,16.16
2,12.23,28.51,4,12.12,28.78,3,12.28,28.67,1,12.26,28.42
1,11.63,40.14,4,11.73,40.51,2,11.51,40.18,3,11.88,40.30
1,9.95,50.09,3,9.80,50.31,2,10.01,50.19,4,10.05,50.35
1,9.23,59.32,3,9.16,59.47,2,9.20,59.39,4,9.24,59.59
1,9.14,1:08.46,3,9.22,1:08.69,2,9.19,1:08.58,4,9.29,1:08.88
1,9.10,1:17.56,3,9.08,1:17.77,2,9.09,1:17.67,4,9.13,1:18.01
1,9.14,1:26.70,3,9.11,1:26.88,2,9.12,1:26.79,4,9.22,1:27.23
1,9.29,1:35.985,2,9.20,1:36.071,3,9.32,1:36.102,4,9.51,1:36.734
