HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,SAPUNENKA Aleh POSITION,SAPUNENKA Aleh LAP TIME,SAPUNENKA Aleh ELAPSED TIME,Bulat VALIULLIN POSITION,Bulat VALIULLIN LAP TIME,Bulat VALIULLIN ELAPSED TIME,Mikael MESSING POSITION,Mikael MESSING LAP TIME,Mikael MESSING ELAPSED TIME
4,14.616,14.616,2,14.359,14.359,3,14.380,14.380,1,13.914,13.914
4,10.108,24.724,3,10.301,24.660,2,10.194,24.574,1,10.474,24.388
4,10.405,35.128,3,10.420,35.079,2,10.495,35.069,1,10.461,34.848
4,10.673,45.801,3,10.679,45.758,2,10.510,45.578,1,10.623,45.471
1,9.952,55.753,4,10.743,56.500,2,10.582,56.160,3,10.793,56.263
1,9.473,1:05.226,4,10.857,1:07.356,2,10.332,1:06.492,3,10.302,1:06.564
1,9.751,1:14.976,3,10.798,1:18.154,2,10.320,1:16.811,4,11.857,1:18.420
1,10.359,1:25.334,3,10.899,1:29.053,2,10.665,1:27.475,4,11.692,1:30.112
1,10.91,1:36.236,3,11.27,1:40.320,2,11.21,1:38.679,4,12.13,1:42.241
