Alexander SEKISOV POSITION,Alexander SEKISOV LAP TIME,Alexander SEKISOV ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
2,13.313,13.313,1,13.269,13.269,4,13.461,13.461,3,13.415,13.415
3,9.972,23.284,1,9.860,23.129,2,9.689,23.150,4,10.017,23.431
4,9.870,33.153,1,9.661,32.789,2,9.739,32.889,3,9.487,32.918
4,10.148,43.301,3,10.236,43.025,2,10.100,42.988,1,10.060,42.978
4,9.829,53.130,2,9.903,52.928,3,9.991,52.978,1,9.884,52.861
4,9.374,1:02.503,1,9.093,1:02.020,3,9.216,1:02.194,2,9.217,1:02.078
4,9.118,1:11.621,1,9.125,1:11.144,3,9.076,1:11.269,2,9.169,1:11.247
4,9.099,1:20.719,1,9.175,1:20.319,2,9.239,1:20.508,3,9.304,1:20.550
4,9.85,1:30.569,1,9.81,1:30.123,2,9.65,1:30.152,3,9.70,1:30.247
