LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
4,7.261,7.261,3,6.946,6.946,1,6.696,6.696,2,6.941,6.941
4,8.919,16.179,3,9.045,15.990,1,9.054,15.749,2,8.885,15.826
4,8.837,25.015,3,8.925,24.915,1,8.807,24.556,2,8.944,24.769
3,8.813,33.828,4,9.057,33.972,1,8.924,33.479,2,8.896,33.665
1,8.85,42.676,4,9.01,42.980,2,9.23,42.703,3,9.16,42.819
