FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME
1,7.10,7.10,4,7.33,7.33,2,7.21,7.21,5,7.45,7.45,3,7.21,7.21
1,9.62,16.72,3,9.59,16.93,5,10.02,17.24,4,9.62,17.07,2,9.51,16.72
2,9.22,25.95,3,9.22,26.15,4,8.93,26.17,5,9.32,26.40,1,9.15,25.88
2,9.37,35.32,5,9.56,35.72,3,9.37,35.54,4,9.32,35.72,1,9.28,35.16
1,9.59,44.906,4,10.02,45.737,3,9.56,45.094,5,10.19,45.905,2,9.89,45.043
