van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,KIM Geon Hee POSITION,KIM Geon Hee LAP TIME,KIM Geon Hee ELAPSED TIME,SONG Yang POSITION,SONG Yang LAP TIME,SONG Yang ELAPSED TIME,CHOI Ji Hyun POSITION,CHOI Ji Hyun LAP TIME,CHOI Ji Hyun ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME
1,7.16,7.16,4,7.79,7.79,2,7.43,7.43,5,8.05,8.05,3,7.77,7.77
1,9.21,16.37,4,9.55,17.34,2,9.46,16.89,5,9.56,17.61,3,9.36,17.13
1,8.76,25.13,4,8.83,26.17,2,8.86,25.75,5,8.81,26.42,3,8.92,26.05
1,8.95,34.08,3,8.88,35.05,2,9.02,34.77,5,8.82,35.24,4,9.14,35.19
1,9.04,43.12,3,9.26,44.313,2,9.27,44.04,4,9.56,44.809,5,9.65,44.842
