ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME
1,7.19,7.19,2,7.24,7.24,4,7.65,7.65,3,7.36,7.36
1,9.50,16.70,2,9.54,16.78,4,9.66,17.32,3,9.68,17.05
1,9.06,25.77,2,9.09,25.88,4,20.41,37.73,3,9.38,26.43
2,9.20,34.98,1,9.04,34.92,4,19.21,56.94,3,9.77,36.21
1,9.39,44.366,2,9.49,44.403,4,14.02,1:10.951,3,9.85,46.055
