WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Kim de DAPPER POSITION,Kim de DAPPER LAP TIME,Kim de DAPPER ELAPSED TIME,Elizaveta IVLJEVA POSITION,Elizaveta IVLJEVA LAP TIME,Elizaveta IVLJEVA ELAPSED TIME
1,15.265,15.265,3,15.355,15.355,2,15.275,15.275,4,15.542,15.542
1,12.170,27.434,2,12.121,27.475,3,12.222,27.496,4,12.285,27.827
2,10.978,38.411,1,10.888,38.363,3,10.991,38.486,4,10.821,38.648
1,10.501,48.912,2,10.589,48.952,3,10.563,49.049,4,10.519,49.167
1,10.081,58.992,2,10.292,59.243,3,10.254,59.303,4,10.381,59.548
1,10.167,1:09.159,2,10.032,1:09.274,4,10.278,1:09.581,3,9.992,1:09.539
1,10.218,1:19.376,2,10.188,1:19.462,4,11.375,1:20.955,3,10.211,1:19.750
1,9.681,1:29.056,2,10.026,1:29.488,4,11.768,1:32.723,3,10.423,1:30.173
1,9.92,1:38.974,2,10.23,1:39.714,4,12.51,1:45.226,3,11.20,1:41.369
