Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME
3,7.14,7.14,1,6.93,6.93,4,7.30,7.30,5,7.49,7.49,2,7.10,7.10
3,9.00,16.14,1,8.80,15.73,5,9.17,16.47,4,8.97,16.46,2,8.84,15.94
3,8.28,24.42,1,8.55,24.28,5,8.80,25.27,4,8.41,24.87,2,8.43,24.37
3,8.60,33.02,1,8.50,32.78,5,9.05,34.32,4,8.35,33.22,2,8.54,32.91
4,8.79,41.81,1,8.81,41.59,5,9.32,43.64,3,8.54,41.76,2,8.74,41.65
