Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Zbigniew BRODKA POSITION,Zbigniew BRODKA LAP TIME,Zbigniew BRODKA ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME
4,7.565,7.565,2,7.417,7.417,1,7.359,7.359,3,7.426,7.426
1,8.823,16.388,3,9.301,16.718,2,9.288,16.646,4,9.497,16.923
1,8.930,25.318,3,8.929,25.646,2,8.775,25.421,4,9.073,25.995
2,8.858,34.175,3,9.314,34.960,1,8.620,34.040,4,9.234,35.228
2,8.74,42.911,3,8.98,43.931,1,8.66,42.697,4,8.81,44.029
