Charles Ryan LEVEILLE POSITION,Charles Ryan LEVEILLE LAP TIME,Charles Ryan LEVEILLE ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Marc-Andre MONETTE POSITION,Marc-Andre MONETTE LAP TIME,Marc-Andre MONETTE ELAPSED TIME,ZHANG Zhiqiang POSITION,ZHANG Zhiqiang LAP TIME,ZHANG Zhiqiang ELAPSED TIME
4,16.980,16.980,1,12.050,12.050,2,12.220,12.220,3,12.270,12.270
4,9.400,26.390,1,9.600,21.650,2,9.520,21.750,3,9.520,21.800
4,8.970,35.360,1,9.270,30.920,3,9.590,31.350,2,9.280,31.090
4,8.860,44.230,1,9.140,40.060,3,8.950,40.310,2,9.060,40.150
4,9.160,53.400,1,9.020,49.090,2,8.890,49.200,3,9.090,49.250
4,9.370,1:02.770,1,8.780,57.870,3,8.880,58.080,2,8.780,58.030
4,9.600,1:12.370,1,9.060,1:06.940,2,8.930,1:07.010,3,9.110,1:07.140
4,9.910,1:22.290,3,9.270,1:16.210,1,8.990,1:16.000,2,8.980,1:16.130
4,11.130,1:33.430,3,9.340,1:25.550,2,9.350,1:25.350,1,9.150,1:25.290
