START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
1,12.26,12.26,2,12.40,12.40,3,12.57,12.57,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.43,21.69,2,9.46,21.86,3,9.44,22.01,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
2,9.70,31.39,3,9.56,31.42,1,9.37,31.38,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.07,40.46,3,9.41,40.83,2,9.36,40.74,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.04,49.50,3,8.98,49.81,2,8.95,49.69,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,8.94,58.44,3,9.04,58.85,2,9.05,58.74,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.05,1:07.49,3,8.93,1:07.78,2,8.95,1:07.69,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.02,1:16.51,3,8.99,1:16.77,2,8.94,1:16.63,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,8.97,1:25.48,3,8.94,1:25.71,2,8.94,1:25.57,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.00,1:34.48,3,9.03,1:34.74,2,9.03,1:34.60,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.05,1:43.53,3,8.97,1:43.71,2,9.04,1:43.64,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.06,1:52.59,3,9.04,1:52.75,2,9.10,1:52.74,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.08,2:01.67,2,9.08,2:01.83,3,9.30,2:02.04,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,8.96,2:10.63,2,8.98,2:10.81,3,8.85,2:10.89,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,8.84,2:19.47,3,9.28,2:20.09,2,9.01,2:19.90,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.03,2:28.50,3,9.08,2:29.17,2,9.23,2:29.13,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.11,2:37.61,2,9.14,2:38.31,3,9.27,2:38.40,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.00,2:46.61,2,9.06,2:47.37,3,9.08,2:47.48,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.02,2:55.63,2,9.10,2:56.47,3,9.09,2:56.57,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,8.90,3:04.53,2,9.19,3:05.66,3,9.11,3:05.68,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,8.88,3:13.41,3,9.15,3:14.81,2,8.72,3:14.40,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.24,3:22.65,3,9.24,3:24.05,2,9.10,3:23.50,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.32,3:31.97,3,9.27,3:33.32,2,8.69,3:32.19,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.20,3:41.17,3,9.19,3:42.51,2,9.45,3:41.64,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,9.22,3:50.39,3,9.10,3:51.61,2,9.24,3:50.88,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
1,8.99,3:59.38,3,8.95,4:00.56,2,8.85,3:59.73,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
3,10.47,4:09.85,3,8.97,4:09.548,1,8.74,4:08.47,2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",3000mRelay,w,Heats,2
