BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
1,6.68,6.68,2,6.91,6.91,3,7.08,7.08,4,7.12,7.12
1,9.09,15.77,2,9.07,15.98,4,9.20,16.28,3,9.06,16.18
1,8.72,24.49,2,8.71,24.69,4,8.65,24.93,3,8.57,24.75
1,8.92,33.41,2,8.86,33.55,4,8.80,33.73,3,8.94,33.69
1,9.21,42.616,2,9.15,42.696,3,9.02,42.744,4,9.13,42.818
