Dmitry MYASNIKOV POSITION,Dmitry MYASNIKOV LAP TIME,Dmitry MYASNIKOV ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,Jason CLAGUE POSITION,Jason CLAGUE LAP TIME,Jason CLAGUE ELAPSED TIME
1,6.80,6.80,2,7.01,7.01,3,7.10,7.10,4,7.38,7.38
1,8.87,15.67,2,9.12,16.13,3,9.15,16.25,4,9.43,16.81
1,8.59,24.26,3,8.57,24.70,2,8.45,24.70,4,9.00,25.81
1,8.79,33.05,3,8.90,33.60,2,8.85,33.55,4,9.09,34.90
1,9.08,42.125,3,9.18,42.777,2,8.72,42.266,4,9.39,44.286
