Olas IVANOV POSITION,Olas IVANOV LAP TIME,Olas IVANOV ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME,Milos APELTAUER POSITION,Milos APELTAUER LAP TIME,Milos APELTAUER ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME
5,8.28,8.28,2,7.48,7.48,3,7.69,7.69,4,7.79,7.79,1,7.17,7.17
5,10.58,18.86,2,9.64,17.12,3,9.52,17.21,4,9.49,17.28,1,9.35,16.52
5,10.36,29.22,4,9.62,26.74,2,9.25,26.46,3,9.24,26.52,1,8.95,25.47
5,10.45,39.67,4,9.50,36.24,2,9.39,35.85,3,9.35,35.87,1,9.26,34.73
5,10.77,50.439,4,9.52,45.753,3,9.55,45.398,2,9.30,45.165,1,9.44,44.165
