April SHIN POSITION,April SHIN LAP TIME,April SHIN ELAPSED TIME,JACOBS Gina POSITION,JACOBS Gina LAP TIME,JACOBS Gina ELAPSED TIME,Mariya IZAFATAVA POSITION,Mariya IZAFATAVA LAP TIME,Mariya IZAFATAVA ELAPSED TIME,Evelien van KERCKVOORDE POSITION,Evelien van KERCKVOORDE LAP TIME,Evelien van KERCKVOORDE ELAPSED TIME
1,7.87,7.87,3,8.21,8.21,4,8.28,8.28,2,7.98,7.98
1,9.97,17.84,4,19.67,27.88,3,10.56,18.84,2,10.32,18.30
1,9.63,27.47,4,22.20,50.08,2,9.63,28.47,3,10.19,28.49
1,9.77,37.24,4,14.48,1:04.56,2,9.81,38.28,3,10.43,38.92
1,9.96,47.20,4,13.22,1:17.78,2,10.11,48.39,3,10.48,49.40
