WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME
3,15.62,15.62,1,15.26,15.26,2,15.33,15.33
3,11.11,26.74,1,11.27,26.53,2,11.29,26.63
3,11.14,37.88,1,11.03,37.57,2,10.98,37.61
3,10.64,48.53,2,10.87,48.45,1,10.78,48.40
3,10.36,58.90,2,10.42,58.87,1,10.29,58.69
2,9.92,1:08.82,3,10.14,1:09.02,1,10.12,1:08.82
1,9.61,1:18.44,3,10.04,1:19.06,2,10.03,1:18.85
1,10.01,1:28.45,3,10.14,1:29.21,2,10.11,1:28.97
1,10.51,1:38.951,3,10.17,1:39.371,2,10.18,1:39.143
