HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
1,12.55,12.55,2,12.82,12.82,3,12.89,12.89,5,13.05,13.05,4,13.05,13.05
1,9.95,22.50,2,10.03,22.86,3,10.04,22.93,5,10.08,23.13,4,10.02,23.07
1,10.00,32.50,2,9.64,32.51,3,9.71,32.65,4,10.16,33.29,5,14.06,37.14
1,9.48,41.99,2,9.63,42.15,3,9.56,42.22,4,9.26,42.56,5,13.32,50.47
1,9.64,51.64,2,9.69,51.84,3,9.80,52.02,4,9.55,52.12,5,9.81,1:00.29
1,9.58,1:01.23,2,9.64,1:01.49,3,9.59,1:01.61,4,9.85,1:01.97,5,10.22,1:10.51
1,8.96,1:10.20,2,9.08,1:10.57,3,8.99,1:10.60,4,9.10,1:11.08,5,12.27,1:22.79
1,9.24,1:19.45,2,9.04,1:19.61,3,9.57,1:20.18,4,12.10,1:23.18,5,11.15,1:33.94
1,9.31,1:28.751,2,9.33,1:28.934,3,10.04,1:30.216,0,,DQ,4,11.64,1:45.576
