Denis BELLOTTI POSITION,Denis BELLOTTI LAP TIME,Denis BELLOTTI ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME
0,12.439,12.439,0,12.490,12.490,0,12.682,12.682,0,12.735,12.735,0,12.856,12.856
0,10.169,22.608,0,10.074,22.564,0,10.209,22.891,0,10.193,22.928,0,10.141,22.997
0,10.043,32.651,0,9.781,32.345,0,9.848,32.739,0,9.928,32.855,0,9.954,32.951
0,9.848,42.499,0,9.953,42.298,0,9.867,42.606,0,9.851,42.706,0,9.869,42.820
0,9.512,52.011,0,9.650,51.948,0,9.506,52.112,0,9.467,52.173,0,9.632,52.452
0,9.347,1:01.357,0,9.484,1:01.433,0,9.343,1:01.455,0,9.252,1:01.425,0,9.366,1:01.818
0,9.357,1:10.714,0,9.368,1:10.801,0,9.402,1:10.857,0,9.378,1:10.804,0,9.363,1:11.181
0,9.333,1:20.046,0,9.706,1:20.507,0,9.322,1:20.179,0,9.332,1:20.135,0,9.475,1:20.656
0,,,0,,,0,,,0,,,0,,
