Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME
3,7.63,7.63,4,7.84,7.84,1,7.47,7.47,2,7.54,7.54
3,9.89,17.52,4,9.89,17.73,1,9.85,17.32,2,9.81,17.35
3,9.26,26.78,4,9.26,26.99,1,9.25,26.57,2,9.31,26.66
3,9.45,36.23,4,9.39,36.38,1,9.46,36.03,2,9.46,36.12
3,9.41,45.634,4,9.40,45.773,1,9.42,45.448,2,9.42,45.533
