HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME,Adam CALLISTER POSITION,Adam CALLISTER LAP TIME,Adam CALLISTER ELAPSED TIME
1,6.97,6.97,3,7.23,,2,7.12,7.12,4,7.36,7.36,5,7.65,7.65
1,8.89,15.86,3,8.95,,2,8.95,16.07,4,8.87,16.23,5,9.07,16.72
1,8.58,24.44,2,9.10,,3,9.23,25.30,4,9.10,25.33,5,8.89,25.61
1,8.77,33.21,5,9.60,,2,9.38,34.68,2,9.35,34.68,4,9.15,34.76
1,8.92,42.13,3,9.36,,2,9.32,44.00,4,9.73,44.41,4,9.86,44.595
