Anouk LEBLANC-BOUCHER POSITION,Anouk LEBLANC-BOUCHER LAP TIME,Anouk LEBLANC-BOUCHER ELAPSED TIME,CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME,WANG Wei POSITION,WANG Wei LAP TIME,WANG Wei ELAPSED TIME,JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME
4,13.955,13.955,2,13.721,13.721,1,13.601,13.601,3,13.800,13.800
4,9.670,23.625,1,9.512,23.233,3,10.015,23.616,2,9.610,23.409
2,9.554,33.179,1,9.815,33.047,4,9.665,33.280,3,9.787,33.196
4,10.149,43.327,2,9.991,43.038,3,9.980,43.260,1,9.819,43.014
4,9.837,53.164,2,9.934,52.972,3,9.901,53.161,1,9.795,52.809
4,9.932,1:03.095,2,9.799,1:02.770,3,9.819,1:02.980,1,9.955,1:02.763
4,10.750,1:13.845,2,9.976,1:12.746,3,9.965,1:12.944,1,9.938,1:12.701
4,11.093,1:24.937,2,9.951,1:22.696,3,9.895,1:22.839,1,9.653,1:22.354
4,11.98,1:36.916,1,10.10,1:32.795,3,10.05,1:32.884,2,10.45,1:32.800
