Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Jakub BOROWSKI POSITION,Jakub BOROWSKI LAP TIME,Jakub BOROWSKI ELAPSED TIME
1,7.05,7.05,3,7.26,7.26,2,7.14,7.14,4,7.42,7.42
1,9.25,16.30,3,9.37,16.63,2,9.26,16.40,4,22.99,30.41
1,8.65,24.95,3,8.91,25.54,2,8.75,25.15,4,13.53,43.94
1,8.75,33.70,4,35.61,1:01.15,2,8.66,33.81,3,10.38,54.32
1,8.89,42.586,4,25.98,1:27.122,2,9.05,42.853,3,10.83,1:05.142
